site,component_type,html_tag,text_content,font_size,foreground_color,background_color,bounding_box
CNN,link,a,World,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 193.828125, ""y"": 276, ""width"": 41.453125, ""height"": 40}"
CNN,link,a,Politics,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 259.28125, ""y"": 276, ""width"": 50.78125, ""height"": 40}"
CNN,link,a,Business,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 334.0625, ""y"": 276, ""width"": 63.4375, ""height"": 40}"
CNN,link,a,Health,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 421.5, ""y"": 276, ""width"": 46.15625, ""height"": 40}"
CNN,link,a,Entertainment,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 491.65625, ""y"": 276, ""width"": 101.796875, ""height"": 40}"
CNN,link,a,Style,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 617.453125, ""y"": 276, ""width"": 35.375, ""height"": 40}"
CNN,link,a,Travel,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 676.828125, ""y"": 276, ""width"": 41.53125, ""height"": 40}"
CNN,button,a,More,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 742.359375, ""y"": 276, ""width"": 64.796875, ""height"": 40}"
CNN,link,a,Watch,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 949.59375, ""y"": 286, ""width"": 61.5, ""height"": 20}"
CNN,link,a,Listen,15px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 1035.09375, ""y"": 286, ""width"": 66.84375, ""height"": 20}"
CNN,button,button,Search Icon,13.3333px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1125.9375, ""y"": 280, ""width"": 24, ""height"": 32}"
CNN,button,button,Sign in,14px,"rgb(12, 12, 12)","rgb(255, 255, 255)","{""x"": 1173.9375, ""y"": 281, ""width"": 74.0625, ""height"": 30}"
CNN,link,a,Global oil crisis,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 348, ""width"": 135.5, ""height"": 23}"
CNN,link,a,LGBTQ climate in Africa,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 167.5, ""y"": 348, ""width"": 199.90625, ""height"": 23}"
CNN,link,a,US airport delays,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 367.40625, ""y"": 348, ""width"": 150.9375, ""height"": 23}"
CNN,link,a,Trump pressures media,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 518.34375, ""y"": 348, ""width"": 199.171875, ""height"": 23}"
CNN,link,a,Sprawling US storm,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 717.515625, ""y"": 348, ""width"": 171.15625, ""height"": 23}"
CNN,link,a,Anthropic,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 888.671875, ""y"": 348, ""width"": 96.90625, ""height"": 23}"
CNN,link,a,March Madness,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 985.578125, ""y"": 348, ""width"": 142.953125, ""height"": 23}"
CNN,link,a,Inside look at the Oscars,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1128.53125, ""y"": 348, ""width"": 182.625, ""height"": 23}"
CNN,link,a,ANALYSIS,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 420, ""width"": 277.328125, ""height"": 163.984375}"
CNN,link,a,Trump needs China’s help fixing the global oil crisis. It’s unlikely to play along,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 583.984375, ""width"": 277.328125, ""height"": 78}"
CNN,link,a,Will Asia-Pacific nations help the US reopen the Strait of Hormuz? 1:21,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 686.984375, ""width"": 277.328125, ""height"": 66}"
CNN,link,a,ANALYSIS,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 793.984375, ""width"": 277.328125, ""height"": 163.984375}"
CNN,link,a,The US is considering Hormuz naval escorts. There are risks and it could go disastrously wrong,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 957.96875, ""width"": 277.328125, ""height"": 104}"
CNN,link,a,Newsbook Malta/AFP/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 1085.96875, ""width"": 277.328125, ""height"": 155.984375}"
CNN,link,a,‘Ticking time bomb’: Stricken Russian fuel tanker drifts near to Italian islands,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 1249.953125, ""width"": 277.328125, ""height"": 78}"
CNN,link,a,• LIVE UPDATES Reuters/Getty Images/AP,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 511, ""width"": 581.328125, ""height"": 350.984375}"
CNN,link,a,"‘This is not NATO’s war,’ spokesperson for the German chancellor said as European countries remain noncommittal over assisting with key shipping route",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 861.984375, ""width"": 581.328125, ""height"": 78}"
CNN,link,a,Catch-up What we know on the 17th day of the US and Israel’s war with Iran,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 964.984375, ""width"": 581.328125, ""height"": 44}"
CNN,link,a,Iran still exporting millions of barrels of oil through Strait of Hormuz even as other traffic paralyzed,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1033.984375, ""width"": 581.328125, ""height"": 44}"
CNN,link,a,"Analysis If the US ‘won’ against Iran, why does Trump need help with the Strait of Hormuz?",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1102.984375, ""width"": 581.328125, ""height"": 44}"
CNN,link,a,Trump: ‘About seven’ countries in talks to help police Strait of Hormuz 1:19,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1171.984375, ""width"": 581.328125, ""height"": 44}"
CNN,link,a,David McNew/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1239.984375, ""width"": 177.765625, ""height"": 99.984375}"
CNN,link,a,High prices fail to spark new US oil boom amid global tension,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1347.96875, ""width"": 177.765625, ""height"": 81}"
CNN,link,a,• Video 0:16 Reuters,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 551.109375, ""y"": 1239.984375, ""width"": 177.78125, ""height"": 100}"
CNN,link,a,Dubai airport suspends flights after drone attack 0:16,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 551.109375, ""y"": 1347.984375, ""width"": 177.78125, ""height"": 61}"
CNN,link,a,Mark Felix/Bloomberg/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 752.890625, ""y"": 1239.984375, ""width"": 177.78125, ""height"": 100}"
CNN,link,a,US gas prices surge to their highest since October 2023,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 752.890625, ""y"": 1347.984375, ""width"": 177.78125, ""height"": 61}"
CNN,link,a,Catch up on today’s global news,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 553.265625, ""width"": 277.328125, ""height"": 52}"
CNN,link,a,Rodin Eckenroth/GA/The Hollywood Reporter/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 667.265625, ""width"": 277.328125, ""height"": 163.984375}"
CNN,link,a,"At the Oscars after-party, the fashion was sexy, strange and even R-rated",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 831.25, ""width"": 277.328125, ""height"": 72}"
CNN,link,a,• Gallery Gallery Jennelle Fong for CNN,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 932.25, ""width"": 130, ""height"": 128}"
CNN,link,a,Gallery In photos: The moments you missed on the Oscars red carpet,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1112.671875, ""y"": 932.25, ""width"": 135.328125, ""height"": 128}"
CNN,link,a,• Video 0:21 ABC/Academy Awards,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 1085.25, ""width"": 130, ""height"": 84}"
CNN,link,a,Michael B. Jordan wins Oscar for best actor 0:21,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1112.671875, ""y"": 1085.25, ""width"": 135.328125, ""height"": 84}"
CNN,link,a,• Video 2:54 Jordan Strauss/Invision/AP,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 1194.25, ""width"": 130, ""height"": 128}"
CNN,link,a,How Timothée Chalamet’s Oscar campaign may have cost him Best Actor 2:54,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1112.671875, ""y"": 1194.25, ""width"": 135.328125, ""height"": 128}"
CNN,link,a,Courtesy of Warner Bros. Pictures,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 1347.25, ""width"": 130, ""height"": 128}"
CNN,link,a,Oscar winners: See the full list of nominees who won at the Academy Awards,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1112.671875, ""y"": 1347.25, ""width"": 135.328125, ""height"": 128}"
CNN,link,a,Gareth Fuller/PA/AP,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 1581.25, ""width"": 277.328125, ""height"": 155.984375}"
CNN,link,a,"Two dead, 11 others infected in meningitis outbreak linked to English university",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 1745.234375, ""width"": 277.328125, ""height"": 78}"
CNN,link,a,"White House chief of staff Susie Wiles has early stage breast cancer, Trump announces",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 1848.234375, ""width"": 277.328125, ""height"": 66}"
CNN,link,a,A huge rift is splitting Africa apart. Scientists are excited,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 1939.234375, ""width"": 277.328125, ""height"": 44}"
CNN,link,a,Trump and his officials pressure the news media in unison as Iran war scrutiny intensifies,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 2008.234375, ""width"": 277.328125, ""height"": 66}"
CNN,link,a,A harsh climate for many LGBTQ people in Africa is getting worse. Some blame the US,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 2099.234375, ""width"": 277.328125, ""height"": 66}"
CNN,link,a,"Israeli forces shoot and kill 4 members of Palestinian family, officials say, after opening fire on car in West Bank",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 2190.234375, ""width"": 277.328125, ""height"": 88}"
CNN,link,a,State Department slashes fee to renounce US citizenship by 80%,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 2303.234375, ""width"": 277.328125, ""height"": 44}"
CNN,link,a,Bruce Newman,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1581.25, ""width"": 581.328125, ""height"": 350.984375}"
CNN,link,a,More than 4 million fewer Canadians came to the US last year. Here’s what some are doing instead,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 1932.234375, ""width"": 581.328125, ""height"": 52}"
CNN,link,a,T.J. Auclair & Kyle Auclair/Little Big Leaguers Photography/AP,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 2046.234375, ""width"": 177.765625, ""height"": 99.984375}"
CNN,link,a,"Weeks after losing 3 family members, this teen channeled his grief to send his hockey team to the state championships",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 349.34375, ""y"": 2154.21875, ""width"": 177.765625, ""height"": 121}"
CNN,link,a,Jacob Kupferman/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 551.109375, ""y"": 2046.234375, ""width"": 177.78125, ""height"": 100}"
CNN,link,a,March Madness is finally here. Here’s everything you need to know to get ready for tournament chaos,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 551.109375, ""y"": 2154.234375, ""width"": 177.78125, ""height"": 101}"
CNN,link,a,Sam Navarro/Imagn Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 752.890625, ""y"": 2046.234375, ""width"": 177.78125, ""height"": 100}"
CNN,link,a,USA beats Dominican Republic 2-1 to reach third straight WBC title game,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 752.890625, ""y"": 2154.234375, ""width"": 177.78125, ""height"": 81}"
CNN,link,a,Krisztian Bocsi/Bloomberg/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 1875.25, ""width"": 277.328125, ""height"": 163.984375}"
CNN,link,a,Anthropic took a bold stand against Trump. Now it’s seeing the benefits,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 2039.234375, ""width"": 277.328125, ""height"": 72}"
CNN,link,a,• Video 1:00 Vijay Bedi/CNN,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 2140.234375, ""width"": 130, ""height"": 106}"
CNN,link,a,Sweden’s deputy PM highlights need for inclusive AI 1:00,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1112.671875, ""y"": 2140.234375, ""width"": 135.328125, ""height"": 106}"
CNN,link,a,Sabrina Lantos/HBO Max,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 970.671875, ""y"": 2271.234375, ""width"": 130, ""height"": 128}"
CNN,link,a,Gen Z’s fan edits are a staple of internet culture. Movie studios are finally buying in,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 1112.671875, ""y"": 2271.234375, ""width"": 135.328125, ""height"": 128}"
CNN,link,a,Sarahbeth Maney for ProPublica,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 2667.234375, ""width"": 839.1875, ""height"": 496.03125}"
CNN,link,a,They didn’t want to have C-sections. A judge would decide how they gave birth,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 3163.265625, ""width"": 839.1875, ""height"": 26}"
CNN,link,a,CNN EXCLUSIVE,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 895.203125, ""y"": 2629.234375, ""width"": 352.796875, ""height"": 198.4375}"
CNN,link,a,"Senate investigation: Drugmaker harmed patients, profited, with asthma inhaler switch",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 895.203125, ""y"": 2835.671875, ""width"": 352.796875, ""height"": 78}"
CNN,link,a,Yta23/iStockphoto/Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 895.203125, ""y"": 2937.671875, ""width"": 352.796875, ""height"": 198.4375}"
CNN,link,a,Teens are turning to AI for nearly everything. But diet information may be a big risk,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 895.203125, ""y"": 3144.109375, ""width"": 352.796875, ""height"": 78}"
CNN,link,a,Courtesy AfghanEvac,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 3328.109375, ""width"": 389.28125, ""height"": 226.96875}"
CNN,link,a,"Afghan man who served alongside US forces dies after less than a day in ICE custody, family and advocates say",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 3555.078125, ""width"": 389.28125, ""height"": 72}"
CNN,link,a,• Analysis Analysis Samuel Corum/Sipa USA/AP,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 3656.078125, ""width"": 130, ""height"": 73.125}"
CNN,link,a,Analysis The GOP’s blue-state blues,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 174, ""y"": 3656.078125, ""width"": 247.28125, ""height"": 73.125}"
CNN,link,a,Getty Images,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 445.359375, ""y"": 3328.109375, ""width"": 389.28125, ""height"": 226.96875}"
CNN,link,a,"From Demi Moore to Nicole Kidman, stars on the Oscars red carpet wore feathered gowns",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 445.359375, ""y"": 3555.078125, ""width"": 389.28125, ""height"": 72}"
CNN,link,a,Fernando Ramales/BACKGRID/Chanel,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 445.359375, ""y"": 3656.078125, ""width"": 130, ""height"": 73.125}"
CNN,link,a,"Harry Styles proves that ‘It-bags’ are for the boys, too",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 587.359375, ""y"": 3656.078125, ""width"": 247.28125, ""height"": 73.125}"
CNN,link,a,Brian Emfinger/CorClips,16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 3815.203125, ""width"": 389.28125, ""height"": 226.96875}"
CNN,link,a,"Sprawling storm sparks severe thunderstorms, tornado warnings, blizzards across the US",16px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 32, ""y"": 4042.171875, ""width"": 389.28125, ""height"": 72}"
